time,pressure
0.005758523941040039,963.5145349849513
0.10692620277404785,1032.5879190157589
0.20806598663330078,1032.585930224556
0.3092505931854248,1032.6196810456674
0.41049861907958984,1032.6536553082983
0.5116610527038574,1032.6952424889253
0.6128289699554443,1032.744443948861
0.7139816284179688,1032.797100225731
0.8151323795318604,1032.816615591709
0.9162802696228027,1032.8715733313902
1.0174708366394043,1032.8953216719894
1.1186261177062988,1032.8856667218806
1.219825267791748,1032.8997152337408
1.3211054801940918,1032.9088959697497
1.4222757816314697,1032.9290743678955
1.523468255996704,1032.9446445670533
1.6246275901794434,1032.973628747138
1.7257850170135498,1032.9960360169719
1.826956033706665,1032.967427233028
1.928110122680664,1032.9468809942246
2.029279947280884,1032.8762847065957
2.130479574203491,1032.8291337729538
2.2317309379577637,1032.7780811621892
2.3329005241394043,1032.6679496595793
2.4340670108795166,1032.595160364034
2.5352275371551514,1032.51724330029
2.6363837718963623,1032.4459024300832
2.737553119659424,1032.3614086021084
2.8387105464935303,1032.3189011347772
2.939889669418335,1032.2526869993155
3.0410706996917725,1032.2106620097993
3.142226457595825,1032.1955012528206
3.2433929443359375,1032.170085225295
3.344576120376587,1032.1454127645413
3.4457437992095947,1032.131478254884
3.546905040740967,1032.1397633822492
3.6480398178100586,1032.149274966711
3.7492287158966064,1032.1751350500188
3.850433111190796,1032.214669003649
3.951829195022583,1032.2556902980828
4.0535054206848145,1032.2989037247721
4.154965162277222,1032.344309359779
4.256562948226929,1032.358948959659
4.358199834823608,1032.3674951214969
4.4597392082214355,1032.3982613248895
4.561318397521973,1032.4221906166788
4.662853479385376,1032.4688229569992
4.764517545700073,1032.5555113167889
4.866117238998413,1032.6551306498604
4.967824459075928,1032.7882293362602
5.0693254470825195,1032.8968788995742
5.170882940292358,1033.0182368153817
5.272435903549194,1033.1938088467573
5.373982667922974,1033.3432590534073
5.475521802902222,1033.4629093557978
5.57715630531311,1033.5495999645377
5.678796768188477,1033.6350649794272
5.780524969100952,1033.7085650929282
5.882070779800415,1033.7637465746911
5.983724117279053,1033.781323303071
6.085212230682373,1033.770842311624
6.186719655990601,1033.7530071120566
6.288344860076904,1033.7222395531253
6.3900182247161865,1033.691955592277
6.4916911125183105,1033.6567685942346
6.593376159667969,1033.5820425953289
6.694782495498657,1033.5221826830732
6.796377658843994,1033.4559686531495
6.898033142089844,1033.386853794852
6.999626159667969,1033.3148037151482
7.101247787475586,1033.2417869380715
7.202868223190308,1033.1726721638195
